Time, Delta, Dela Prev, Data Id, Data Type, Data Count, Ip Address, Data
2019-05-08 13:26:18.652470,2.619841,0.000997,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.652470,2.619841,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.652470,2.619841,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.653468,2.620839,0.000998,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.653468,2.620839,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.653468,2.620839,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.654465,2.621836,0.000997,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.654465,2.621836,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.655462,2.622833,0.000997,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.655462,2.622833,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.656460,2.623831,0.000998,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.657457,2.624828,0.000997,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.658456,2.625827,0.000999,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.658456,2.625827,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.662444,2.629815,0.003988,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.662444,2.629815,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.663441,2.630812,0.000997,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.663441,2.630812,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.663441,2.630812,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.664438,2.631809,0.000997,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.664438,2.631809,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.665435,2.632806,0.000997,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.665435,2.632806,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.666433,2.633804,0.000998,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.666433,2.633804,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.666433,2.633804,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.667430,2.634801,0.000997,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.667430,2.634801,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.668428,2.635799,0.000998,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.668428,2.635799,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.668428,2.635799,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.669425,2.636796,0.000997,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.669425,2.636796,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.670422,2.637793,0.000997,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.673418,2.640789,0.002996,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.677404,2.644775,0.003986,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.677404,2.644775,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.678401,2.645772,0.000997,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.678401,2.645772,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.678401,2.645772,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.679398,2.646769,0.000997,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.679398,2.646769,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.680396,2.647767,0.000998,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.680396,2.647767,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.684385,2.651756,0.003989,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.684385,2.651756,0.0,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:26:18.685383,2.652754,0.000998,0,b,0,('0.0.0.0', 11000),()
