Time, Delta, Delat Prev, Data Id, Data Type, Data Count, Ip Address, Data
2019-05-08 13:22:53.505776,2.948999,2019-05-08 13:22:53.505776,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.508767,2.95199,2019-05-08 13:22:53.508767,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.510763,2.953986,2019-05-08 13:22:53.510763,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.514751,2.957974,2019-05-08 13:22:53.514751,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.516745,2.959968,2019-05-08 13:22:53.516745,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.518740,2.961963,2019-05-08 13:22:53.518740,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.520735,2.963958,2019-05-08 13:22:53.520735,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.525724,2.968947,2019-05-08 13:22:53.525724,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.527718,2.970941,2019-05-08 13:22:53.527718,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.530708,2.973931,2019-05-08 13:22:53.530708,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.533703,2.976926,2019-05-08 13:22:53.533703,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.536693,2.979916,2019-05-08 13:22:53.536693,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.538687,2.98191,2019-05-08 13:22:53.538687,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.540681,2.983904,2019-05-08 13:22:53.540681,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.545669,2.988892,2019-05-08 13:22:53.545669,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.547666,2.990889,2019-05-08 13:22:53.547666,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.549659,2.992882,2019-05-08 13:22:53.549659,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.551653,2.994876,2019-05-08 13:22:53.551653,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.555643,2.998866,2019-05-08 13:22:53.555643,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.558636,3.001859,2019-05-08 13:22:53.558636,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.560629,3.003852,2019-05-08 13:22:53.560629,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.563623,3.006846,2019-05-08 13:22:53.563623,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.567611,3.010834,2019-05-08 13:22:53.567611,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.569605,3.012828,2019-05-08 13:22:53.569605,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.571599,3.014822,2019-05-08 13:22:53.571599,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.573594,3.016817,2019-05-08 13:22:53.573594,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.578595,3.021818,2019-05-08 13:22:53.578595,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.580589,3.023812,2019-05-08 13:22:53.580589,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.583582,3.026805,2019-05-08 13:22:53.583582,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.586575,3.029798,2019-05-08 13:22:53.586575,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.589567,3.03279,2019-05-08 13:22:53.589567,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.592560,3.035783,2019-05-08 13:22:53.592560,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.594552,3.037775,2019-05-08 13:22:53.594552,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.598544,3.041767,2019-05-08 13:22:53.598544,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.600537,3.04376,2019-05-08 13:22:53.600537,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.603530,3.046753,2019-05-08 13:22:53.603530,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.606523,3.049746,2019-05-08 13:22:53.606523,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.610511,3.053734,2019-05-08 13:22:53.610511,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.612505,3.055728,2019-05-08 13:22:53.612505,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.614499,3.057722,2019-05-08 13:22:53.614499,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.618491,3.061714,2019-05-08 13:22:53.618491,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.620483,3.063706,2019-05-08 13:22:53.620483,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.623475,3.066698,2019-05-08 13:22:53.623475,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.627467,3.07069,2019-05-08 13:22:53.627467,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.629461,3.072684,2019-05-08 13:22:53.629461,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.632453,3.075676,2019-05-08 13:22:53.632453,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.634451,3.077674,2019-05-08 13:22:53.634451,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.638438,3.081661,2019-05-08 13:22:53.638438,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.640430,3.083653,2019-05-08 13:22:53.640430,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.643422,3.086645,2019-05-08 13:22:53.643422,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.647416,3.090639,2019-05-08 13:22:53.647416,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.649408,3.092631,2019-05-08 13:22:53.649408,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.651403,3.094626,2019-05-08 13:22:53.651403,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.654395,3.097618,2019-05-08 13:22:53.654395,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.658384,3.101607,2019-05-08 13:22:53.658384,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.660378,3.103601,2019-05-08 13:22:53.660378,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.663370,3.106593,2019-05-08 13:22:53.663370,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.666364,3.109587,2019-05-08 13:22:53.666364,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.669355,3.112578,2019-05-08 13:22:53.669355,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.671348,3.114571,2019-05-08 13:22:53.671348,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.673343,3.116566,2019-05-08 13:22:53.673343,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.678332,3.121555,2019-05-08 13:22:53.678332,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.680325,3.123548,2019-05-08 13:22:53.680325,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.682320,3.125543,2019-05-08 13:22:53.682320,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.684315,3.127538,2019-05-08 13:22:53.684315,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.688305,3.131528,2019-05-08 13:22:53.688305,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.691295,3.134518,2019-05-08 13:22:53.691295,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.694287,3.13751,2019-05-08 13:22:53.694287,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.697281,3.140504,2019-05-08 13:22:53.697281,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.700271,3.143494,2019-05-08 13:22:53.700271,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.702267,3.14549,2019-05-08 13:22:53.702267,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.704261,3.147484,2019-05-08 13:22:53.704261,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.709247,3.15247,2019-05-08 13:22:53.709247,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.711243,3.154466,2019-05-08 13:22:53.711243,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.713236,3.156459,2019-05-08 13:22:53.713236,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.717228,3.160451,2019-05-08 13:22:53.717228,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.719222,3.162445,2019-05-08 13:22:53.719222,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.722213,3.165436,2019-05-08 13:22:53.722213,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.724207,3.16743,2019-05-08 13:22:53.724207,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.728199,3.171422,2019-05-08 13:22:53.728199,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.730191,3.173414,2019-05-08 13:22:53.730191,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.733183,3.176406,2019-05-08 13:22:53.733183,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.735178,3.178401,2019-05-08 13:22:53.735178,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.739171,3.182394,2019-05-08 13:22:53.739171,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.742163,3.185386,2019-05-08 13:22:53.742163,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.744156,3.187379,2019-05-08 13:22:53.744156,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.747148,3.190371,2019-05-08 13:22:53.747148,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.749142,3.192365,2019-05-08 13:22:53.749142,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.752133,3.195356,2019-05-08 13:22:53.752133,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.754128,3.197351,2019-05-08 13:22:53.754128,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.758118,3.201341,2019-05-08 13:22:53.758118,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.760113,3.203336,2019-05-08 13:22:53.760113,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.763105,3.206328,2019-05-08 13:22:53.763105,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.766098,3.209321,2019-05-08 13:22:53.766098,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.769089,3.212312,2019-05-08 13:22:53.769089,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.771083,3.214306,2019-05-08 13:22:53.771083,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.773079,3.216302,2019-05-08 13:22:53.773079,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.778066,3.221289,2019-05-08 13:22:53.778066,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.780061,3.223284,2019-05-08 13:22:53.780061,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.781058,3.224281,2019-05-08 13:22:53.781058,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.783053,3.226276,2019-05-08 13:22:53.783053,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.784050,3.227273,2019-05-08 13:22:53.784050,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.789038,3.232261,2019-05-08 13:22:53.789038,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.791030,3.234253,2019-05-08 13:22:53.791030,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.794022,3.237245,2019-05-08 13:22:53.794022,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.797016,3.240239,2019-05-08 13:22:53.797016,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.800007,3.24323,2019-05-08 13:22:53.800007,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.802003,3.245226,2019-05-08 13:22:53.802003,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.803000,3.246223,2019-05-08 13:22:53.803000,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.804995,3.248218,2019-05-08 13:22:53.804995,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.809985,3.253208,2019-05-08 13:22:53.809985,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.811975,3.255198,2019-05-08 13:22:53.811975,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.813970,3.257193,2019-05-08 13:22:53.813970,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.817959,3.261182,2019-05-08 13:22:53.817959,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.819953,3.263176,2019-05-08 13:22:53.819953,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.822946,3.266169,2019-05-08 13:22:53.822946,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.826935,3.270158,2019-05-08 13:22:53.826935,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.828930,3.272153,2019-05-08 13:22:53.828930,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.830925,3.274148,2019-05-08 13:22:53.830925,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.833917,3.27714,2019-05-08 13:22:53.833917,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.837907,3.28113,2019-05-08 13:22:53.837907,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.839899,3.283122,2019-05-08 13:22:53.839899,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.842893,3.286116,2019-05-08 13:22:53.842893,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.844888,3.288111,2019-05-08 13:22:53.844888,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.848877,3.2921,2019-05-08 13:22:53.848877,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.850872,3.294095,2019-05-08 13:22:53.850872,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.852866,3.296089,2019-05-08 13:22:53.852866,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.856856,3.300079,2019-05-08 13:22:53.856856,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.859849,3.303072,2019-05-08 13:22:53.859849,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.861843,3.305066,2019-05-08 13:22:53.861843,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.863837,3.30706,2019-05-08 13:22:53.863837,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.867828,3.311051,2019-05-08 13:22:53.867828,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.869821,3.313044,2019-05-08 13:22:53.869821,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.872814,3.316037,2019-05-08 13:22:53.872814,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.876803,3.320026,2019-05-08 13:22:53.876803,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.879795,3.323018,2019-05-08 13:22:53.879795,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.881790,3.325013,2019-05-08 13:22:53.881790,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.883784,3.327007,2019-05-08 13:22:53.883784,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.887774,3.330997,2019-05-08 13:22:53.887774,0,b,0,('0.0.0.0', 11000),()
2019-05-08 13:22:53.889767,3.33299,2019-05-08 13:22:53.889767,0,b,0,('0.0.0.0', 11000),()
